,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
PGBD2,
,
Y_RNA,
,
TCEANC2,Tceanc2
MEX3A,Mex3a
U6,
U1,
RAB25,Rab25
U6,Gm24919
U1,Gm24251
Metazoa_SRP,
,
,
,
LAMC1,Lamc1
Metazoa_SRP,
Metazoa_SRP,
Metazoa_SRP,
ACTRT3,Actrt3
U6,
AK4,Ak4
Metazoa_SRP,
,Slc39a1
Metazoa_SRP,
GJA8,Gja8
U6,
,
MIR30C1,Mir30c-1
,
KLF17,Klf17
,
U8,
Metazoa_SRP,
,
CTTNBP2NL,Cttnbp2nl
NEXN,Nexn
ABHD10,Abhd10
PPP2R3A,Ppp2r3a
,
MIR101-1,Mir101a
ZNF692,Zfp692
Metazoa_SRP,Gm22701
,
RCC2,Rcc2
,
U6,
MYNN,Mynn
,
GJA5,Gja5
,
U6,
Metazoa_SRP,
WARS2,Wars2
,
,
,
IL24,Il24
,
,
,
Metazoa_SRP,
,
C1orf174,A430005L14Rik
,
MIR30E,
PLCL2,Plcl2
,
CRTC2,Crtc2
SLC5A9,Slc5a9
,Cacybp
,
BLZF1,Blzf1
,
SH2D1B,Sh2d1b2
SH2D1B,Sh2d1b1
,
,
,
TMEM59,Tmem59
,
Metazoa_SRP,
,
,
DFFB,Dffb
Metazoa_SRP,
,
,
LAMTOR2,Lamtor2
,
TXNRD3,Txnrd3
TBX15,Tbx15
,
OSBPL10,Osbpl10
SH3BP5L,Sh3bp5l
CFAP45,Cfap45
,
,
U6,Gm25867
,
,Psmg2
ARHGEF26,Arhgef26
,
Metazoa_SRP,
Metazoa_SRP,
DENND4B,Dennd4b
,
DAZL,Dazl
,
,Mrps14
Metazoa_SRP,
,
FCMR,Fcmr
PADI6,Padi6
,
MSL2,Msl2
CCDC181,Ccdc181
,
,
FANCD2,Fancd2
Y_RNA,
,
JAK1,Jak1
,
Metazoa_SRP,
,Skint2
,Skint5
,Skint1
,Skint4
,Skint3
,Skint6
,Bend2
LAMC2,Lamc2
,
,
LRRC34,Lrrc34
,
SPAG17,Spag17
Metazoa_SRP,
,
,
,
U1,
,
,
,
,
GATAD2B,Gatad2b
LDLRAD1,Ldlrad1
RFTN1,Rftn1
,
ACP6,Acp6
VSIG8,Vsig8
SLC19A2,Slc19a2
WDR3,Wdr3
PIGR,Pigr
TRABD2B,Trabd2b
TNN,Tnn
U6,Gm24919
,Bend2
SLC6A9,Slc6a9
,
KCND3,Kcnd3
FANCD2OS,Fancd2os
MIGA1,Miga1
,
SSR2,Ssr2
RAVER2,Raver2
SPATA46,Spata46
LYPD8,Lypd8
PADI4,Padi4
,Snord64
,
DHX36,Dhx36
BRK1,Brk1
,
,
LRRIQ4,Lrriq4
FCAMR,Fcamr
SRP9,Srp9
Y_RNA,
,
Metazoa_SRP,
,
EFCAB2,Efcab2
GDAP2,Gdap2
MIR556,
,
,
DDX20,Ddx20
BCL9,Bcl9
C3orf22,BC048671
,
RIMS3,Rims3
,
,
SLC27A3,Slc27a3
F5,F5
,
CEP104,Cep104
,Lypd8l
,1810065E05Rik
,Gm12253
OLFML2B,Olfml2b
OXNAD1,Oxnad1
